<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.24	08:00:00	0.61026	0.61417	0.61003	0.61343	12439	0	5
2024.01.24	12:00:00	0.61343	0.61466	0.61252	0.61447	11347	0	5
2024.01.24	16:00:00	0.61445	0.61484	0.61191	0.61305	20286	0	5
2024.01.24	20:00:00	0.61302	0.61313	0.61075	0.61105	11146	0	5
2024.01.25	00:00:00	0.61048	0.61146	0.60996	0.61099	6359	0	5
2024.01.25	04:00:00	0.61102	0.61145	0.61032	0.61055	7097	0	5
2024.01.25	08:00:00	0.61055	0.61253	0.61039	0.61236	9904	0	5
2024.01.25	12:00:00	0.61236	0.61321	0.61051	0.61311	13884	0	3
2024.01.25	16:00:00	0.61310	0.61315	0.61056	0.61142	20924	0	5
2024.01.25	20:00:00	0.61142	0.61224	0.61012	0.61112	9357	0	3
2024.01.26	00:00:00	0.61083	0.61127	0.61000	0.61058	6148	0	5
2024.01.26	04:00:00	0.61058	0.61134	0.61040	0.61074	6821	0	5
2024.01.26	08:00:00	0.61073	0.61075	0.60918	0.61024	10226	0	5
2024.01.26	12:00:00	0.61026	0.61202	0.60979	0.61135	10765	0	5
2024.01.26	16:00:00	0.61135	0.61166	0.60957	0.60981	14742	0	5
2024.01.26	20:00:00	0.60977	0.60997	0.60899	0.60902	5205	0	5
2024.01.29	00:00:00	0.60903	0.61076	0.60856	0.61039	5000	0	5
2024.01.29	04:00:00	0.61038	0.61039	0.60929	0.60973	5212	0	5
2024.01.29	08:00:00	0.60973	0.61174	0.60969	0.61145	8200	0	5
2024.01.29	12:00:00	0.61145	0.61215	0.61095	0.61127	8367	0	5
2024.01.29	16:00:00	0.61128	0.61143	0.61000	0.61051	10252	0	5
2024.01.29	20:00:00	0.61052	0.61433	0.61029	0.61332	7333	0	5
2024.01.30	00:00:00	0.61269	0.61442	0.61253	0.61349	5822	0	5
2024.01.30	04:00:00	0.61349	0.61489	0.61314	0.61409	6469	0	5
2024.01.30	08:00:00	0.61409	0.61477	0.61262	0.61330	10060	0	5
2024.01.30	12:00:00	0.61331	0.61343	0.61144	0.61209	7754	0	5
2024.01.30	16:00:00	0.61208	0.61370	0.61051	0.61221	16493	0	5
2024.01.30	20:00:00	0.61221	0.61370	0.61193	0.61357	5894	0	5
2024.01.31	00:00:00	0.61337	0.61358	0.61222	0.61234	7331	0	5
2024.01.31	04:00:00	0.61233	0.61233	0.61106	0.61128	7316	0	5
2024.01.31	08:00:00	0.61129	0.61358	0.61077	0.61252	9849	0	5
2024.01.31	12:00:00	0.61252	0.61420	0.61165	0.61395	11677	0	5
2024.01.31	16:00:00	0.61395	0.61734	0.61365	0.61397	22569	0	5
2024.01.31	20:00:00	0.61397	0.61645	0.61010	0.61156	27024	0	5
2024.02.01	00:00:00	0.61149	0.61267	0.61099	0.61239	8971	0	5
2024.02.01	04:00:00	0.61240	0.61408	0.61081	0.61091	8354	0	5
2024.02.01	08:00:00	0.61092	0.61116	0.60897	0.60931	12723	0	5
2024.02.01	12:00:00	0.60932	0.61050	0.60794	0.60925	13897	0	5
2024.02.01	16:00:00	0.60925	0.61396	0.60865	0.61343	26328	0	5
2024.02.01	20:00:00	0.61341	0.61442	0.61286	0.61440	9791	0	5
2024.02.02	00:00:00	0.61364	0.61516	0.61364	0.61496	8213	0	5
2024.02.02	04:00:00	0.61496	0.61575	0.61478	0.61511	9100	0	5
2024.02.02	08:00:00	0.61512	0.61552	0.61442	0.61535	11536	0	5
2024.02.02	12:00:00	0.61535	0.61604	0.60907	0.60939	13755	0	5
2024.02.02	16:00:00	0.60939	0.60963	0.60582	0.60629	21941	0	5
2024.02.02	20:00:00	0.60629	0.60755	0.60603	0.60647	8115	0	5
2024.02.05	00:00:00	0.60653	0.60663	0.60477	0.60616	11831	0	5
2024.02.05	04:00:00	0.60616	0.60767	0.60598	0.60744	10069	0	5
2024.02.05	08:00:00	0.60744	0.60816	0.60619	0.60631	11884	0	5
2024.02.05	12:00:00	0.60631	0.60683	0.60504	0.60533	11109	0	5
2024.02.05	16:00:00	0.60534	0.60577	0.60381	0.60548	16819	0	5
2024.02.05	20:00:00	0.60548	0.60609	0.60479	0.60538	5988	0	5
2024.02.06	00:00:00	0.60421	0.60664	0.60421	0.60655	7436	0	5
2024.02.06	04:00:00	0.60655	0.60769	0.60581	0.60698	11287	0	5
2024.02.06	08:00:00	0.60698	0.60766	0.60528	0.60538	10024	0	5
2024.02.06	12:00:00	0.60538	0.60652	0.60463	0.60524	10130	0	5
2024.02.06	16:00:00	0.60525	0.60803	0.60513	0.60779	18538	0	5
2024.02.06	20:00:00	0.60779	0.60990	0.60705	0.60958	8732	0	3
2024.02.07	00:00:00	0.60949	0.61108	0.60919	0.61089	7209	0	5
2024.02.07	04:00:00	0.61089	0.61114	0.60987	0.61021	8092	0	5
2024.02.07	08:00:00	0.61020	0.61141	0.60983	0.61040	10995	0	5
2024.02.07	12:00:00	0.61041	0.61188	0.60982	0.61139	8108	0	5
2024.02.07	16:00:00	0.61139	0.61245	0.61033	0.61052	17488	0	5
2024.02.07	20:00:00	0.61046	0.61146	0.61019	0.61125	6793	0	5
2024.02.08	00:00:00	0.61120	0.61196	0.61061	0.61176	7663	0	5
2024.02.08	04:00:00	0.61176	0.61233	0.61078	0.61104	8078	0	5
2024.02.08	08:00:00	0.61106	0.61146	0.60989	0.61083	11053	0	5
2024.02.08	12:00:00	0.61084	0.61096	0.60787	0.60835	12139	0	5
2024.02.08	16:00:00	0.60835	0.60946	0.60828	0.60928	13866	0	5
2024.02.08	20:00:00	0.60923	0.61008	0.60879	0.60966	6267	0	5
2024.02.09	00:00:00	0.60947	0.61268	0.60916	0.61240	8256	0	5
2024.02.09	04:00:00	0.61241	0.61290	0.61163	0.61181	7717	0	5
2024.02.09	08:00:00	0.61181	0.61499	0.61148	0.61426	11013	0	5
2024.02.09	12:00:00	0.61423	0.61582	0.61314	0.61424	12912	0	5
2024.02.09	16:00:00	0.61423	0.61502	0.61328	0.61434	13360	0	5
2024.02.09	20:00:00	0.61434	0.61541	0.61433	0.61513	4423	0	5
2024.02.12	00:00:00	0.61448	0.61517	0.61337	0.61350	7413	0	5
2024.02.12	04:00:00	0.61352	0.61399	0.61237	0.61290	5851	0	5
2024.02.12	08:00:00	0.61290	0.61425	0.61200	0.61226	12686	0	5
2024.02.12	12:00:00	0.61226	0.61333	0.61203	0.61244	11540	0	5
2024.02.12	16:00:00	0.61243	0.61399	0.61223	0.61394	10767	0	5
2024.02.12	20:00:00	0.61385	0.61391	0.61266	0.61302	6245	0	5
2024.02.13	00:00:00	0.61264	0.61310	0.61199	0.61255	5283	0	5
2024.02.13	04:00:00	0.61257	0.61263	0.60957	0.61038	7737	0	5
2024.02.13	08:00:00	0.61038	0.61112	0.60969	0.61022	11978	0	5
2024.02.13	12:00:00	0.61022	0.61242	0.60581	0.60606	14375	0	5
2024.02.13	16:00:00	0.60607	0.60739	0.60541	0.60566	21923	0	5
2024.02.13	20:00:00	0.60566	0.60627	0.60494	0.60594	6166	0	5
2024.02.14	00:00:00	0.60547	0.60625	0.60507	0.60607	8831	0	5
2024.02.14	04:00:00	0.60608	0.60774	0.60587	0.60770	7814	0	5
2024.02.14	08:00:00	0.60770	0.60873	0.60696	0.60788	13676	0	5
2024.02.14	12:00:00	0.60788	0.60867	0.60725	0.60741	11205	0	5
2024.02.14	16:00:00	0.60742	0.60895	0.60726	0.60865	16249	0	5
2024.02.14	20:00:00	0.60865	0.60919	0.60819	0.60859	6970	0	5
2024.02.15	00:00:00	0.60790	0.60942	0.60775	0.60831	7221	0	5
2024.02.15	04:00:00	0.60830	0.60894	0.60798	0.60831	8427	0	5
2024.02.15	08:00:00	0.60831	0.60923	0.60812	0.60858	11003	0	5
2024.02.15	12:00:00	0.60857	0.61227	0.60852	0.61160	11550	0	5
2024.02.15	16:00:00	0.61159	0.61272	0.61002	0.61036	18179	0	5
2024.02.15	20:00:00	0.61034	0.61168	0.61027	0.61070	6348	0	5
2024.02.16	00:00:00	0.61047	0.61151	0.60886	0.60970	6428	0	5
2024.02.16	04:00:00	0.60969	0.61000	0.60906	0.60948	7298	0	5
2024.02.16	08:00:00	0.60949	0.61107	0.60923	0.61088	10522	0	5
2024.02.16	12:00:00	0.61087	0.61145	0.60858	0.60969	12164	0	5
2024.02.16	16:00:00	0.60971	0.61275	0.60894	0.61274	16927	0	5
2024.02.16	20:00:00	0.61275	0.61355	0.61238	0.61249	6555	0	5
2024.02.19	00:00:00	0.61171	0.61445	0.61171	0.61340	8387	0	5
2024.02.19	04:00:00	0.61339	0.61418	0.61319	0.61402	7669	0	5
2024.02.19	08:00:00	0.61401	0.61521	0.61377	0.61451	11543	0	5
2024.02.19	12:00:00	0.61451	0.61483	0.61365	0.61466	6897	0	5
2024.02.19	16:00:00	0.61466	0.61468	0.61404	0.61448	5090	0	5
2024.02.19	20:00:00	0.61448	0.61513	0.61446	0.61502	2449	0	5
2024.02.20	00:00:00	0.61493	0.61499	0.61314	0.61361	8938	0	5
2024.02.20	04:00:00	0.61360	0.61408	0.61288	0.61374	8345	0	5
2024.02.20	08:00:00	0.61373	0.61645	0.61350	0.61644	9763	0	5
2024.02.20	12:00:00	0.61643	0.61880	0.61598	0.61863	13507	0	5
2024.02.20	16:00:00	0.61866	0.61908	0.61695	0.61725	15317	0	5
2024.02.20	20:00:00	0.61725	0.61737	0.61620	0.61644	6795	0	5
2024.02.21	00:00:00	0.61604	0.61770	0.61585	0.61767	6431	0	5
2024.02.21	04:00:00	0.61767	0.61976	0.61766	0.61909	9348	0	5
2024.02.21	08:00:00	0.61910	0.61940	0.61801	0.61833	10928	0	5
2024.02.21	12:00:00	0.61833	0.61896	0.61766	0.61815	9401	0	5
2024.02.21	16:00:00	0.61814	0.61858	0.61657	0.61683	10758	0	5
2024.02.21	20:00:00	0.61678	0.61818	0.61616	0.61789	9135	0	5
2024.02.22	00:00:00	0.61736	0.61980	0.61722	0.61866	7933	0	5
2024.02.22	04:00:00	0.61866	0.61983	0.61763	0.61948	8604	0	5
2024.02.22	08:00:00	0.61950	0.62178	0.61949	0.62061	15918	0	5
2024.02.22	12:00:00	0.62061	0.62125	0.61824	0.61838	11826	0	5
2024.02.22	16:00:00	0.61836	0.61957	0.61779	0.61935	15485	0	5
2024.02.22	20:00:00	0.61932	0.62033	0.61889	0.61973	5783	0	5
2024.02.23	00:00:00	0.61909	0.62023	0.61852	0.61965	7645	0	5
2024.02.23	04:00:00	0.61965	0.62037	0.61930	0.61995	6103	0	5
2024.02.23	08:00:00	0.61995	0.62052	0.61802	0.61825	7198	0	5
2024.02.23	12:00:00	0.61825	0.62108	0.61823	0.62008	10289	0	5
2024.02.23	16:00:00	0.62007	0.62022	0.61853	0.61961	14919	0	5
2024.02.23	20:00:00	0.61960	0.61991	0.61895	0.61966	4645	0	5
2024.02.26	00:00:00	0.61929	0.61948	0.61628	0.61671	9339	0	5
2024.02.26	04:00:00	0.61671	0.61712	0.61652	0.61665	8302	0	5
2024.02.26	08:00:00	0.61665	0.61730	0.61621	0.61700	11306	0	5
2024.02.26	12:00:00	0.61700	0.61850	0.61700	0.61820	8843	0	5
2024.02.26	16:00:00	0.61819	0.61827	0.61644	0.61720	11475	0	5
2024.02.26	20:00:00	0.61719	0.61775	0.61689	0.61725	6263	0	5
2024.02.27	00:00:00	0.61724	0.61735	0.61549	0.61606	5529	0	5
2024.02.27	04:00:00	0.61606	0.61661	0.61509	0.61635	8286	0	5
2024.02.27	08:00:00	0.61635	0.61753	0.61619	0.61663	10166	0	5
2024.02.27	12:00:00	0.61663	0.61751	0.61595	0.61666	9889	0	5
2024.02.27	16:00:00	0.61665	0.61758	0.61569	0.61704	13176	0	5
2024.02.27	20:00:00	0.61703	0.61777	0.61671	0.61698	5280	0	5
2024.02.28	00:00:00	0.61694	0.61773	0.61182	0.61226	7221	0	5
2024.02.28	04:00:00	0.61225	0.61238	0.61026	0.61133	12251	0	5
2024.02.28	08:00:00	0.61132	0.61150	0.60927	0.60928	12511	0	5
2024.02.28	12:00:00	0.60928	0.61032	0.60910	0.60950	12474	0	5
2024.02.28	16:00:00	0.60950	0.60981	0.60816	0.60905	13572	0	5
2024.02.28	20:00:00	0.60905	0.60997	0.60892	0.60967	4735	0	5
2024.02.29	00:00:00	0.60991	0.61030	0.60888	0.60970	6113	0	3
2024.02.29	04:00:00	0.60971	0.61094	0.60967	0.61023	8194	0	5
2024.02.29	08:00:00	0.61023	0.61039	0.60875	0.60887	12425	0	5
2024.02.29	12:00:00	0.60886	0.60980	0.60764	0.60947	11403	0	5
2024.02.29	16:00:00	0.60946	0.61117	0.60774	0.60807	19109	0	5
2024.02.29	20:00:00	0.60808	0.60897	0.60801	0.60863	5105	0	5
2024.03.01	00:00:00	0.60767	0.60956	0.60756	0.60944	7550	0	5
2024.03.01	04:00:00	0.60944	0.60971	0.60893	0.60903	7739	0	5
2024.03.01	08:00:00	0.60904	0.60960	0.60809	0.60911	10415	0	5
2024.03.01	12:00:00	0.60910	0.60993	0.60821	0.60864	15686	0	5
2024.03.01	16:00:00	0.60864	0.61116	0.60783	0.61049	16191	0	5
2024.03.01	20:00:00	0.61049	0.61082	0.60984	0.61064	3917	0	5
2024.03.04	00:00:00	0.61077	0.61111	0.60944	0.60966	6190	0	5
2024.03.04	04:00:00	0.60966	0.61027	0.60934	0.60964	5553	0	5
2024.03.04	08:00:00	0.60964	0.61079	0.60901	0.61053	9429	0	5
2024.03.04	12:00:00	0.61053	0.61061	0.60876	0.60954	9049	0	5
2024.03.04	16:00:00	0.60955	0.61055	0.60916	0.60955	13905	0	5
2024.03.04	20:00:00	0.60952	0.60974	0.60905	0.60935	3437	0	5
2024.03.05	00:00:00	0.60951	0.60976	0.60895	0.60929	7547	0	5
2024.03.05	04:00:00	0.60929	0.60944	0.60813	0.60818	7686	0	5
2024.03.05	08:00:00	0.60820	0.60839	0.60707	0.60745	11625	0	4
2024.03.05	12:00:00	0.60745	0.60864	0.60738	0.60840	9938	0	5
