<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.09	00:00:00	0.85891	0.85937	0.85862	0.85898	4486	0	4
2024.01.09	04:00:00	0.85899	0.85959	0.85888	0.85921	3121	0	4
2024.01.09	08:00:00	0.85921	0.85998	0.85906	0.85938	7352	0	4
2024.01.09	12:00:00	0.85938	0.86021	0.85911	0.86014	8903	0	4
2024.01.09	16:00:00	0.86015	0.86075	0.85936	0.86022	9703	0	4
2024.01.09	20:00:00	0.86021	0.86060	0.85989	0.86001	5129	0	4
2024.01.10	00:00:00	0.85994	0.86021	0.85951	0.86003	3958	0	4
2024.01.10	04:00:00	0.86003	0.86086	0.85997	0.86065	3278	0	4
2024.01.10	08:00:00	0.86065	0.86163	0.86009	0.86023	8363	0	4
2024.01.10	12:00:00	0.86022	0.86072	0.85955	0.85979	7758	0	4
2024.01.10	16:00:00	0.85979	0.86205	0.85957	0.86124	9672	0	4
2024.01.10	20:00:00	0.86124	0.86135	0.86076	0.86112	4076	0	4
2024.01.11	00:00:00	0.86101	0.86129	0.86029	0.86034	3548	0	4
2024.01.11	04:00:00	0.86034	0.86042	0.85984	0.86012	3682	0	4
2024.01.11	08:00:00	0.86012	0.86063	0.85969	0.86062	6909	0	4
2024.01.11	12:00:00	0.86061	0.86167	0.85994	0.86061	12363	0	4
2024.01.11	16:00:00	0.86063	0.86171	0.86007	0.86086	19923	0	4
2024.01.11	20:00:00	0.86086	0.86091	0.85940	0.85975	9163	0	4
2024.01.12	00:00:00	0.85954	0.85998	0.85912	0.85930	5514	0	4
2024.01.12	04:00:00	0.85928	0.85951	0.85912	0.85925	4282	0	4
2024.01.12	08:00:00	0.85926	0.85988	0.85897	0.85961	9194	0	4
2024.01.12	12:00:00	0.85961	0.86065	0.85876	0.85887	12950	0	4
2024.01.12	16:00:00	0.85884	0.86025	0.85879	0.85951	14947	0	4
2024.01.12	20:00:00	0.85950	0.85978	0.85868	0.85869	6847	0	4
2024.01.15	00:00:00	0.85841	0.86006	0.85832	0.85968	5567	0	4
2024.01.15	04:00:00	0.85968	0.85972	0.85907	0.85971	3403	0	4
2024.01.15	08:00:00	0.85970	0.86046	0.85905	0.86013	8614	0	4
2024.01.15	12:00:00	0.86012	0.86116	0.85923	0.86034	8971	0	4
2024.01.15	16:00:00	0.86035	0.86061	0.85957	0.86003	6332	0	4
2024.01.15	20:00:00	0.86003	0.86051	0.86000	0.86036	1025	0	4
2024.01.16	00:00:00	0.86004	0.86087	0.85992	0.86073	5942	0	4
2024.01.16	04:00:00	0.86073	0.86118	0.86057	0.86075	4989	0	4
2024.01.16	08:00:00	0.86076	0.86199	0.86023	0.86117	12212	0	4
2024.01.16	12:00:00	0.86115	0.86183	0.85969	0.86009	11983	0	4
2024.01.16	16:00:00	0.86009	0.86049	0.85907	0.86040	16160	0	4
2024.01.16	20:00:00	0.86040	0.86125	0.86028	0.86067	5366	0	4
2024.01.17	00:00:00	0.86045	0.86088	0.86018	0.86079	4479	0	4
2024.01.17	04:00:00	0.86080	0.86159	0.86049	0.86155	4811	0	4
2024.01.17	08:00:00	0.86155	0.86180	0.85763	0.85775	14586	0	4
2024.01.17	12:00:00	0.85775	0.85883	0.85708	0.85872	11794	0	4
2024.01.17	16:00:00	0.85871	0.85915	0.85675	0.85709	13791	0	4
2024.01.17	20:00:00	0.85709	0.85837	0.85706	0.85820	6110	0	4
2024.01.18	00:00:00	0.85822	0.85911	0.85795	0.85866	5431	0	4
2024.01.18	04:00:00	0.85866	0.85913	0.85851	0.85870	4094	0	4
2024.01.18	08:00:00	0.85870	0.85899	0.85689	0.85876	10115	0	4
2024.01.18	12:00:00	0.85876	0.85892	0.85683	0.85772	12311	0	4
2024.01.18	16:00:00	0.85772	0.85798	0.85578	0.85632	14195	0	4
2024.01.18	20:00:00	0.85631	0.85639	0.85547	0.85585	6957	0	4
2024.01.19	00:00:00	0.85556	0.85675	0.85524	0.85659	4699	0	4
2024.01.19	04:00:00	0.85660	0.85693	0.85635	0.85678	3508	0	4
2024.01.19	08:00:00	0.85678	0.85842	0.85664	0.85797	9940	0	4
2024.01.19	12:00:00	0.85797	0.85863	0.85759	0.85844	9024	0	4
2024.01.19	16:00:00	0.85844	0.85927	0.85805	0.85824	12497	0	4
2024.01.19	20:00:00	0.85824	0.85865	0.85757	0.85787	5113	0	4
2024.01.22	00:00:00	0.85712	0.85799	0.85657	0.85776	4876	0	4
2024.01.22	04:00:00	0.85776	0.85789	0.85699	0.85710	3327	0	4
2024.01.22	08:00:00	0.85710	0.85827	0.85690	0.85771	8090	0	4
2024.01.22	12:00:00	0.85769	0.85773	0.85548	0.85578	8313	0	4
2024.01.22	16:00:00	0.85577	0.85665	0.85556	0.85651	9017	0	4
2024.01.22	20:00:00	0.85651	0.85700	0.85612	0.85625	5261	0	4
2024.01.23	00:00:00	0.85636	0.85643	0.85567	0.85591	4005	0	4
2024.01.23	04:00:00	0.85591	0.85628	0.85572	0.85623	4176	0	4
2024.01.23	08:00:00	0.85625	0.85650	0.85524	0.85534	8632	0	4
2024.01.23	12:00:00	0.85534	0.85567	0.85462	0.85563	9497	0	4
2024.01.23	16:00:00	0.85563	0.85634	0.85466	0.85568	11643	0	4
2024.01.23	20:00:00	0.85568	0.85585	0.85501	0.85537	4942	0	4
2024.01.24	00:00:00	0.85543	0.85563	0.85502	0.85544	4861	0	4
2024.01.24	04:00:00	0.85545	0.85565	0.85506	0.85508	3120	0	4
2024.01.24	08:00:00	0.85508	0.85610	0.85357	0.85410	10355	0	4
2024.01.24	12:00:00	0.85410	0.85595	0.85388	0.85571	9933	0	4
2024.01.24	16:00:00	0.85571	0.85609	0.85442	0.85541	12393	0	4
2024.01.24	20:00:00	0.85541	0.85605	0.85522	0.85534	5943	0	4
2024.01.25	00:00:00	0.85528	0.85585	0.85497	0.85568	4614	0	4
2024.01.25	04:00:00	0.85568	0.85592	0.85554	0.85583	3145	0	4
2024.01.25	08:00:00	0.85583	0.85640	0.85480	0.85613	7547	0	4
2024.01.25	12:00:00	0.85613	0.85613	0.85398	0.85413	10950	0	3
2024.01.25	16:00:00	0.85414	0.85444	0.85207	0.85397	15949	0	4
2024.01.25	20:00:00	0.85397	0.85402	0.85293	0.85335	5524	0	4
2024.01.26	00:00:00	0.85289	0.85367	0.85257	0.85325	3987	0	4
2024.01.26	04:00:00	0.85326	0.85341	0.85300	0.85333	2407	0	4
2024.01.26	08:00:00	0.85333	0.85353	0.85249	0.85287	9203	0	4
2024.01.26	12:00:00	0.85286	0.85389	0.85268	0.85279	10438	0	4
2024.01.26	16:00:00	0.85281	0.85473	0.85267	0.85450	10049	0	4
2024.01.26	20:00:00	0.85450	0.85479	0.85421	0.85427	4299	0	4
2024.01.29	00:00:00	0.85388	0.85436	0.85311	0.85379	4736	0	4
2024.01.29	04:00:00	0.85382	0.85396	0.85328	0.85338	2678	0	4
2024.01.29	08:00:00	0.85338	0.85350	0.85190	0.85209	7590	0	4
2024.01.29	12:00:00	0.85209	0.85285	0.85129	0.85241	8716	0	4
2024.01.29	16:00:00	0.85241	0.85279	0.85149	0.85241	9238	0	4
2024.01.29	20:00:00	0.85241	0.85270	0.85204	0.85232	4476	0	4
2024.01.30	00:00:00	0.85243	0.85257	0.85181	0.85238	3805	0	4
2024.01.30	04:00:00	0.85238	0.85245	0.85169	0.85174	3062	0	4
2024.01.30	08:00:00	0.85176	0.85414	0.85166	0.85378	8226	0	4
2024.01.30	12:00:00	0.85378	0.85641	0.85366	0.85477	8831	0	4
2024.01.30	16:00:00	0.85477	0.85673	0.85436	0.85471	12534	0	4
2024.01.30	20:00:00	0.85471	0.85480	0.85396	0.85396	4081	0	3
2024.01.31	00:00:00	0.85363	0.85438	0.85333	0.85386	4684	0	4
2024.01.31	04:00:00	0.85385	0.85390	0.85317	0.85348	4692	0	4
2024.01.31	08:00:00	0.85348	0.85436	0.85227	0.85416	10890	0	4
2024.01.31	12:00:00	0.85416	0.85476	0.85398	0.85452	11317	0	4
2024.01.31	16:00:00	0.85451	0.85473	0.85246	0.85306	15158	0	4
2024.01.31	20:00:00	0.85306	0.85324	0.85224	0.85263	17476	0	4
2024.02.01	00:00:00	0.85249	0.85290	0.85202	0.85243	5271	0	4
2024.02.01	04:00:00	0.85244	0.85278	0.85211	0.85271	4187	0	4
2024.02.01	08:00:00	0.85273	0.85365	0.85202	0.85314	11329	0	4
2024.02.01	12:00:00	0.85316	0.85583	0.85276	0.85420	14355	0	4
2024.02.01	16:00:00	0.85420	0.85506	0.85304	0.85365	16404	0	4
2024.02.01	20:00:00	0.85365	0.85367	0.85233	0.85303	7903	0	4
2024.02.02	00:00:00	0.85309	0.85329	0.85243	0.85289	3161	0	4
2024.02.02	04:00:00	0.85290	0.85334	0.85279	0.85314	4153	0	4
2024.02.02	08:00:00	0.85313	0.85388	0.85218	0.85364	8459	0	4
2024.02.02	12:00:00	0.85364	0.85370	0.85204	0.85284	12118	0	4
2024.02.02	16:00:00	0.85285	0.85475	0.85253	0.85455	16673	0	4
2024.02.02	20:00:00	0.85456	0.85460	0.85371	0.85394	7432	0	4
2024.02.05	00:00:00	0.85336	0.85490	0.85260	0.85459	6842	0	4
2024.02.05	04:00:00	0.85459	0.85537	0.85449	0.85487	5139	0	4
2024.02.05	08:00:00	0.85487	0.85494	0.85289	0.85336	9553	0	4
2024.02.05	12:00:00	0.85336	0.85622	0.85332	0.85538	10836	0	4
2024.02.05	16:00:00	0.85537	0.85684	0.85520	0.85667	12633	0	4
2024.02.05	20:00:00	0.85667	0.85717	0.85641	0.85678	5132	0	4
2024.02.06	00:00:00	0.85674	0.85711	0.85614	0.85637	3929	0	4
2024.02.06	04:00:00	0.85637	0.85680	0.85622	0.85663	4515	0	4
2024.02.06	08:00:00	0.85663	0.85684	0.85513	0.85540	11362	0	4
2024.02.06	12:00:00	0.85540	0.85592	0.85396	0.85402	11148	0	4
2024.02.06	16:00:00	0.85402	0.85455	0.85337	0.85354	13582	0	4
2024.02.06	20:00:00	0.85354	0.85379	0.85330	0.85364	6052	0	4
2024.02.07	00:00:00	0.85360	0.85396	0.85309	0.85347	4957	0	4
2024.02.07	04:00:00	0.85350	0.85397	0.85344	0.85378	3477	0	4
2024.02.07	08:00:00	0.85379	0.85393	0.85210	0.85244	9495	0	4
2024.02.07	12:00:00	0.85244	0.85329	0.85200	0.85303	10103	0	4
2024.02.07	16:00:00	0.85304	0.85308	0.85158	0.85273	14212	0	4
2024.02.07	20:00:00	0.85274	0.85340	0.85253	0.85311	4891	0	4
2024.02.08	00:00:00	0.85304	0.85347	0.85265	0.85314	3666	0	4
2024.02.08	04:00:00	0.85312	0.85373	0.85303	0.85368	4276	0	4
2024.02.08	08:00:00	0.85367	0.85396	0.85308	0.85371	8790	0	4
2024.02.08	12:00:00	0.85370	0.85444	0.85338	0.85394	11089	0	4
2024.02.08	16:00:00	0.85398	0.85440	0.85329	0.85382	11897	0	4
2024.02.08	20:00:00	0.85383	0.85432	0.85360	0.85407	6069	0	4
2024.02.09	00:00:00	0.85374	0.85422	0.85371	0.85381	3619	0	4
2024.02.09	04:00:00	0.85381	0.85399	0.85360	0.85383	2976	0	4
2024.02.09	08:00:00	0.85383	0.85428	0.85323	0.85376	9217	0	4
2024.02.09	12:00:00	0.85376	0.85471	0.85363	0.85441	12330	0	4
2024.02.09	16:00:00	0.85442	0.85450	0.85320	0.85395	11775	0	4
2024.02.09	20:00:00	0.85395	0.85409	0.85349	0.85382	4655	0	4
2024.02.12	00:00:00	0.85348	0.85446	0.85332	0.85433	3279	0	4
2024.02.12	04:00:00	0.85432	0.85468	0.85419	0.85447	2139	0	4
2024.02.12	08:00:00	0.85447	0.85458	0.85305	0.85322	10010	0	4
2024.02.12	12:00:00	0.85325	0.85416	0.85309	0.85363	10925	0	4
2024.02.12	16:00:00	0.85363	0.85375	0.85281	0.85304	9664	0	4
2024.02.12	20:00:00	0.85304	0.85351	0.85287	0.85303	5431	0	4
2024.02.13	00:00:00	0.85298	0.85333	0.85279	0.85312	2253	0	4
2024.02.13	04:00:00	0.85311	0.85349	0.85311	0.85348	2683	0	4
2024.02.13	08:00:00	0.85348	0.85348	0.85062	0.85077	10114	0	4
2024.02.13	12:00:00	0.85077	0.85201	0.84997	0.85035	15114	0	4
2024.02.13	16:00:00	0.85035	0.85164	0.85003	0.85041	16020	0	4
2024.02.13	20:00:00	0.85040	0.85110	0.85035	0.85051	7542	0	4
2024.02.14	00:00:00	0.85043	0.85071	0.85003	0.85032	4570	0	4
2024.02.14	04:00:00	0.85029	0.85046	0.84992	0.85010	4192	0	4
2024.02.14	08:00:00	0.85010	0.85349	0.84979	0.85328	13727	0	4
2024.02.14	12:00:00	0.85328	0.85349	0.85239	0.85274	11430	0	4
2024.02.14	16:00:00	0.85273	0.85485	0.85265	0.85404	12729	0	4
2024.02.14	20:00:00	0.85404	0.85426	0.85366	0.85377	5842	0	4
2024.02.15	00:00:00	0.85367	0.85414	0.85339	0.85398	3096	0	4
2024.02.15	04:00:00	0.85398	0.85400	0.85350	0.85382	2789	0	4
2024.02.15	08:00:00	0.85383	0.85567	0.85360	0.85491	9882	0	4
2024.02.15	12:00:00	0.85491	0.85699	0.85440	0.85651	11859	0	4
2024.02.15	16:00:00	0.85651	0.85684	0.85485	0.85506	12946	0	4
2024.02.15	20:00:00	0.85506	0.85512	0.85477	0.85497	3682	0	4
2024.02.16	00:00:00	0.85478	0.85563	0.85456	0.85514	3388	0	4
2024.02.16	04:00:00	0.85514	0.85539	0.85496	0.85514	4103	0	4
2024.02.16	08:00:00	0.85514	0.85637	0.85370	0.85537	11384	0	4
2024.02.16	12:00:00	0.85538	0.85609	0.85478	0.85513	12367	0	4
2024.02.16	16:00:00	0.85513	0.85649	0.85474	0.85483	13300	0	4
2024.02.16	20:00:00	0.85483	0.85533	0.85440	0.85522	5724	0	4
2024.02.19	00:00:00	0.85419	0.85532	0.85409	0.85459	4049	0	4
2024.02.19	04:00:00	0.85459	0.85462	0.85396	0.85435	3365	0	4
2024.02.19	08:00:00	0.85435	0.85462	0.85390	0.85411	9445	0	4
2024.02.19	12:00:00	0.85411	0.85484	0.85372	0.85480	8914	0	4
2024.02.19	16:00:00	0.85481	0.85582	0.85443	0.85581	5987	0	4
2024.02.19	20:00:00	0.85581	0.85596	0.85549	0.85562	1397	0	4
2024.02.20	00:00:00	0.85565	0.85605	0.85523	0.85546	4855	0	4
2024.02.20	04:00:00	0.85545	0.85586	0.85523	0.85577	3834	0	4
2024.02.20	08:00:00	0.85577	0.85675	0.85517	0.85670	9506	0	4
2024.02.20	12:00:00	0.85671	0.85778	0.85584	0.85603	14316	0	4
2024.02.20	16:00:00	0.85603	0.85631	0.85455	0.85567	13709	0	4
2024.02.20	20:00:00	0.85567	0.85651	0.85567	0.85625	5619	0	4
2024.02.21	00:00:00	0.85619	0.85636	0.85574	0.85620	3871	0	4
2024.02.21	04:00:00	0.85620	0.85630	0.85592	0.85603	3894	0	4
2024.02.21	08:00:00	0.85602	0.85666	0.85572	0.85629	12718	0	4
2024.02.21	12:00:00	0.85629	0.85643	0.85566	0.85629	11283	0	4
2024.02.21	16:00:00	0.85629	0.85713	0.85581	0.85662	12035	0	4
2024.02.21	20:00:00	0.85662	0.85675	0.85599	0.85605	7638	0	4
2024.02.22	00:00:00	0.85577	0.85676	0.85567	0.85651	4101	0	4
2024.02.22	04:00:00	0.85651	0.85693	0.85638	0.85672	3186	0	4
2024.02.22	08:00:00	0.85672	0.85747	0.85462	0.85614	12959	0	3
2024.02.22	12:00:00	0.85612	0.85711	0.85560	0.85702	12400	0	4
2024.02.22	16:00:00	0.85702	0.85715	0.85474	0.85487	14867	0	4
2024.02.22	20:00:00	0.85487	0.85528	0.85458	0.85484	7247	0	4
2024.02.23	00:00:00	0.85461	0.85514	0.85440	0.85502	4500	0	4
2024.02.23	04:00:00	0.85502	0.85511	0.85459	0.85472	2865	0	4
2024.02.23	08:00:00	0.85473	0.85509	0.85425	0.85470	10290	0	4
2024.02.23	12:00:00	0.85471	0.85483	0.85316	0.85333	12008	0	4
2024.02.23	16:00:00	0.85332	0.85420	0.85279	0.85377	11071	0	4
2024.02.23	20:00:00	0.85377	0.85428	0.85358	0.85400	5340	0	4
2024.02.26	00:00:00	0.85398	0.85426	0.85275	0.85420	3966	0	4
2024.02.26	04:00:00	0.85420	0.85471	0.85408	0.85443	3326	0	4
2024.02.26	08:00:00	0.85443	0.85534	0.85429	0.85493	7808	0	4
2024.02.26	12:00:00	0.85492	0.85581	0.85462	0.85512	9896	0	4
2024.02.26	16:00:00	0.85512	0.85611	0.85494	0.85552	12152	0	4
2024.02.26	20:00:00	0.85552	0.85567	0.85527	0.85541	5921	0	4
2024.02.27	00:00:00	0.85478	0.85575	0.85470	0.85574	2900	0	4
2024.02.27	04:00:00	0.85574	0.85604	0.85544	0.85579	4490	0	4
2024.02.27	08:00:00	0.85578	0.85594	0.85525	0.85528	11566	0	4
2024.02.27	12:00:00	0.85530	0.85671	0.85517	0.85539	10140	0	4
2024.02.27	16:00:00	0.85539	0.85575	0.85493	0.85535	11959	0	4
2024.02.27	20:00:00	0.85535	0.85538	0.85478	0.85483	5268	0	4
2024.02.28	00:00:00	0.85459	0.85526	0.85455	0.85504	4458	0	4
2024.02.28	04:00:00	0.85505	0.85541	0.85494	0.85519	3649	0	4
2024.02.28	08:00:00	0.85520	0.85592	0.85472	0.85541	9603	0	4
2024.02.28	12:00:00	0.85541	0.85646	0.85459	0.85634	12050	0	4
2024.02.28	16:00:00	0.85634	0.85653	0.85569	0.85610	12146	0	4
2024.02.28	20:00:00	0.85610	0.85630	0.85586	0.85599	4887	0	4
2024.02.29	00:00:00	0.85557	0.85625	0.85540	0.85541	5552	0	4
2024.02.29	04:00:00	0.85540	0.85561	0.85524	0.85543	4486	0	4
2024.02.29	08:00:00	0.85543	0.85701	0.85525	0.85661	13036	0	4
2024.02.29	12:00:00	0.85661	0.85691	0.85594	0.85658	14651	0	4
2024.02.29	16:00:00	0.85658	0.85666	0.85504	0.85592	14094	0	4
2024.02.29	20:00:00	0.85593	0.85652	0.85582	0.85582	6415	0	4
2024.03.01	00:00:00	0.85539	0.85650	0.85524	0.85645	6528	0	4
2024.03.01	04:00:00	0.85645	0.85657	0.85609	0.85629	3374	0	4
2024.03.01	08:00:00	0.85629	0.85650	0.85557	0.85626	8560	0	4
2024.03.01	12:00:00	0.85623	0.85660	0.85542	0.85608	13210	0	4
2024.03.01	16:00:00	0.85609	0.85757	0.85597	0.85632	15228	0	4
2024.03.01	20:00:00	0.85632	0.85656	0.85602	0.85643	7204	0	4
2024.03.04	00:00:00	0.85613	0.85660	0.85576	0.85625	3742	0	4
2024.03.04	04:00:00	0.85625	0.85642	0.85610	0.85641	2192	0	4
2024.03.04	08:00:00	0.85641	0.85664	0.85553	0.85574	10692	0	4
2024.03.04	12:00:00	0.85575	0.85650	0.85539	0.85574	11156	0	4
2024.03.04	16:00:00	0.85574	0.85590	0.85501	0.85519	9960	0	4
2024.03.04	20:00:00	0.85519	0.85569	0.85510	0.85539	3859	0	4
2024.03.05	00:00:00	0.85497	0.85550	0.85490	0.85491	5812	0	4
2024.03.05	04:00:00	0.85491	0.85572	0.85489	0.85564	3063	0	4
2024.03.05	08:00:00	0.85564	0.85607	0.85534	0.85540	8825	0	3
2024.03.05	12:00:00	0.85539	0.85591	0.85460	0.85463	10237	0	4
2024.03.05	16:00:00	0.85463	0.85496	0.85329	0.85434	13722	0	4
2024.03.05	20:00:00	0.85434	0.85460	0.85404	0.85448	6619	0	4
2024.03.06	00:00:00	0.85427	0.85480	0.85399	0.85432	5452	0	4
2024.03.06	04:00:00	0.85432	0.85456	0.85423	0.85444	3376	0	4
2024.03.06	08:00:00	0.85443	0.85494	0.85408	0.85432	10852	0	4
2024.03.06	12:00:00	0.85432	0.85544	0.85431	0.85543	11682	0	4
2024.03.06	16:00:00	0.85544	0.85623	0.85505	0.85543	13086	0	4
2024.03.06	20:00:00	0.85542	0.85629	0.85508	0.85609	6920	0	4
2024.03.07	00:00:00	0.85547	0.85630	0.85545	0.85604	5460	0	4
2024.03.07	04:00:00	0.85604	0.85620	0.85579	0.85602	3772	0	4
2024.03.07	08:00:00	0.85602	0.85609	0.85485	0.85501	9283	0	4
2024.03.07	12:00:00	0.85500	0.85502	0.85236	0.85258	11664	0	4
2024.03.07	16:00:00	0.85258	0.85535	0.85244	0.85495	15554	0	4
2024.03.07	20:00:00	0.85494	0.85501	0.85447	0.85471	5815	0	4
2024.03.08	00:00:00	0.85456	0.85485	0.85428	0.85468	4931	0	4
2024.03.08	04:00:00	0.85469	0.85481	0.85450	0.85454	3049	0	4
2024.03.08	08:00:00	0.85454	0.85478	0.85209	0.85246	9170	0	4
2024.03.08	12:00:00	0.85246	0.85267	0.85080	0.85181	13157	0	4
2024.03.08	16:00:00	0.85181	0.85183	0.85039	0.85136	15800	0	4
2024.03.08	20:00:00	0.85136	0.85163	0.85069	0.85073	7878	0	4
2024.03.11	00:00:00	0.85009	0.85134	0.84997	0.85109	2897	0	4
2024.03.11	04:00:00	0.85109	0.85154	0.85090	0.85114	3796	0	4
2024.03.11	08:00:00	0.85114	0.85272	0.85103	0.85258	7788	0	4
2024.03.11	12:00:00	0.85257	0.85270	0.85126	0.85220	8962	0	4
2024.03.11	16:00:00	0.85219	0.85348	0.85128	0.85318	11551	0	4
2024.03.11	20:00:00	0.85317	0.85324	0.85268	0.85275	5197	0	4
2024.03.12	00:00:00	0.85240	0.85284	0.85196	0.85267	5020	0	4
2024.03.12	04:00:00	0.85267	0.85331	0.85255	0.85313	3765	0	4
2024.03.12	08:00:00	0.85314	0.85487	0.85296	0.85439	7702	0	4
2024.03.12	12:00:00	0.85439	0.85510	0.85424	0.85498	14090	0	4
2024.03.12	16:00:00	0.85498	0.85544	0.85356	0.85435	16939	0	4
2024.03.12	20:00:00	0.85435	0.85460	0.85386	0.85398	8134	0	4
2024.03.13	00:00:00	0.85383	0.85420	0.85378	0.85399	5208	0	4
2024.03.13	04:00:00	0.85399	0.85425	0.85380	0.85398	6206	0	4
2024.03.13	08:00:00	0.85398	0.85497	0.85391	0.85415	10350	0	4
2024.03.13	12:00:00	0.85415	0.85513	0.85390	0.85439	12451	0	4
2024.03.13	16:00:00	0.85439	0.85561	0.85417	0.85555	11555	0	4
2024.03.13	20:00:00	0.85555	0.85593	0.85530	0.85545	5993	0	4
2024.03.14	00:00:00	0.85535	0.85570	0.85502	0.85536	3817	0	4
2024.03.14	04:00:00	0.85536	0.85557	0.85518	0.85539	3190	0	4
2024.03.14	08:00:00	0.85540	0.85544	0.85361	0.85398	6973	0	4
2024.03.14	12:00:00	0.85399	0.85458	0.85347	0.85420	11160	0	4
2024.03.14	16:00:00	0.85422	0.85502	0.85369	0.85394	16300	0	4
2024.03.14	20:00:00	0.85395	0.85399	0.85348	0.85348	7176	0	4
2024.03.15	00:00:00	0.85346	0.85424	0.85305	0.85402	4995	0	4
2024.03.15	04:00:00	0.85403	0.85418	0.85367	0.85377	3501	0	4
2024.03.15	08:00:00	0.85377	0.85437	0.85368	0.85429	7533	0	4
2024.03.15	12:00:00	0.85429	0.85475	0.85369	0.85399	10517	0	4
2024.03.15	16:00:00	0.85401	0.85519	0.85378	0.85509	10803	0	4
2024.03.15	20:00:00	0.85508	0.85530	0.85470	0.85489	4745	0	4
2024.03.18	00:00:00	0.85474	0.85515	0.85370	0.85499	3016	0	4
2024.03.18	04:00:00	0.85500	0.85531	0.85493	0.85514	2726	0	4
2024.03.18	08:00:00	0.85511	0.85556	0.85471	0.85473	5606	0	4
2024.03.18	12:00:00	0.85471	0.85624	0.85467	0.85524	7753	0	4
2024.03.18	16:00:00	0.85523	0.85560	0.85426	0.85431	11709	0	3
2024.03.18	20:00:00	0.85430	0.85454	0.85393	0.85415	4970	0	4
2024.03.19	00:00:00	0.85394	0.85464	0.85382	0.85451	3804	0	4
2024.03.19	04:00:00	0.85451	0.85485	0.85432	0.85473	4911	0	4
2024.03.19	08:00:00	0.85474	0.85528	0.85450	0.85482	8849	0	4
2024.03.19	12:00:00	0.85482	0.85557	0.85408	0.85449	10682	0	4
2024.03.19	16:00:00	0.85449	0.85494	0.85361	0.85367	9616	0	4
2024.03.19	20:00:00	0.85367	0.85420	0.85321	0.85413	4416	0	4
2024.03.20	00:00:00	0.85393	0.85432	0.85362	0.85428	5368	0	4
2024.03.20	04:00:00	0.85424	0.85450	0.85413	0.85437	3340	0	4
2024.03.20	08:00:00	0.85437	0.85580	0.85396	0.85422	6621	0	4
2024.03.20	12:00:00	0.85424	0.85464	0.85354	0.85413	8346	0	4
2024.03.20	16:00:00	0.85412	0.85451	0.85365	0.85394	8761	0	4
2024.03.20	20:00:00	0.85394	0.85450	0.85358	0.85421	13689	0	4
2024.03.21	00:00:00	0.85416	0.85480	0.85396	0.85453	4820	0	4
2024.03.21	04:00:00	0.85452	0.85488	0.85426	0.85481	3981	0	4
2024.03.21	08:00:00	0.85481	0.85512	0.85298	0.85316	10291	0	3
2024.03.21	12:00:00	0.85314	0.85730	0.85289	0.85676	12799	0	4
